gene_symbol	ensembl_gene_id	uniprot_id	protein_class	is_secreted	signal_peptide	orf_length_bp
AFP	ENSG00000081051	P02771	secreted_protein	True	True	1827
AFTPH	ENSG00000119844	Q6ULP2	transport_protein	False	False	2808
AGA	ENSG00000038002	P20933	enzyme	False	True	1038
AGAP1	ENSG00000157985	Q9UPQ3	transport_protein	False	False	2571
AGAP2	ENSG00000135439	Q99490	transport_protein	False	False	3576
AGAP3	ENSG00000133612	Q96P47	unknown	False	False	2625
AGAP4	ENSG00000188234	Q96P64	unknown	False	False	1989
AGAP5	ENSG00000172650	A6NIR3	unknown	False	False	2058
AGAP6	ENSG00000204149	Q5VW22	unknown	False	False	1989
AGAP9	ENSG00000204172	Q5VTM2	unknown	False	False	2109
AGBL1	ENSG00000273540	Q96MI9	enzyme	False	False	3336
AGBL2	ENSG00000165923	Q5U5Z8	cytoskeletal	False	False	2706
AGBL3	ENSG00000146856	Q8NEM8	enzyme	False	False	3003
AGBL4	ENSG00000186094	Q5VU57	cytoskeletal	False	False	1509
AGBL5	ENSG00000084693	Q8NDL9	cytoskeletal	False	False	2658
AGER	ENSG00000204305	Q15109	secreted_protein	True	True	1212
AGFG1	ENSG00000173744	P52594	transport_protein	False	False	1686
AGFG2	ENSG00000106351	O95081	unknown	False	False	1443
AGGF1	ENSG00000164252	Q8N302	secreted_protein	True	False	2142
AGK	ENSG00000006530	Q53H12	kinase	False	False	1266
AGL	ENSG00000162688	P35573	enzyme	False	False	4596
AGMAT	ENSG00000116771	Q9BSE5	enzyme	False	False	1056
AGMO	ENSG00000187546	Q6ZNB7	enzyme	False	False	1335
AGO1	ENSG00000092847	Q9UL18	rna_binding	False	False	2571
AGO2	ENSG00000123908	Q9UKV8	rna_binding	False	False	2577
AGO3	ENSG00000126070	Q9H9G7	rna_binding	False	False	2580
AGO4	ENSG00000134698	Q9HCK5	rna_binding	False	False	2583
AGPAT1	ENSG00000204310	Q99943	enzyme	False	True	849
AGPAT2	ENSG00000169692	O15120	enzyme	False	True	834
AGPAT3	ENSG00000160216	Q9NRZ7	enzyme	False	False	1128
AGPAT4	ENSG00000026652	Q9NRZ5	enzyme	False	False	1134
AGPAT5	ENSG00000155189	Q9NUQ2	enzyme	False	False	1092
AGPS	ENSG00000018510	O00116	enzyme	False	False	1974
AGR2	ENSG00000106541	O95994	secreted_protein	True	True	525
AGR3	ENSG00000173467	Q8TD06	unknown	False	True	498
AGRN	ENSG00000188157	O00468	secreted_protein	True	True	6204
AGRP	ENSG00000159723	O00253	secreted_protein	True	True	396
AGT	ENSG00000135744	P01019	secreted_protein	True	True	1428
AGTPBP1	ENSG00000135049	Q9UPW5	enzyme	False	False	3678
AGTR1	ENSG00000144891	P30556	gpcr	False	False	1077
AGTR2	ENSG00000180772	P50052	gpcr	False	False	1089
AGTRAP	ENSG00000177674	Q6RW13	membrane_protein	False	False	477
AGXT	ENSG00000172482	P21549	enzyme	False	False	1176
AGXT2	ENSG00000113492	Q9BYV1	enzyme	False	False	1542
AHCTF1	ENSG00000153207	Q8WYP5	transport_protein	False	False	6798
AHCY	ENSG00000101444	P23526	enzyme	False	False	1296
AHCYL1	ENSG00000168710	O43865	rna_binding	False	False	1590
AHCYL2	ENSG00000158467	Q96HN2	enzyme	False	False	1833
AHDC1	ENSG00000126705	Q5TGY3	transcription_factor	False	False	4809
AHI1	ENSG00000135541	Q8N157	cytoskeletal	False	False	3588
AHNAK	ENSG00000124942	Q09666	unknown	False	False	17670
AHNAK2	ENSG00000185567	Q8IVF2	unknown	False	False	17385
AHR	ENSG00000106546	P35869	transcription_factor	False	False	2544
AHSA1	ENSG00000100591	O95433	unknown	False	False	1014
AHSG	ENSG00000145192	P02765	secreted_protein	True	True	1101
AHSP	ENSG00000169877	Q9NZD4	unknown	False	False	306
AICDA	ENSG00000111732	Q9GZX7	enzyme	False	False	594
AIDA	ENSG00000186063	Q96BJ3	unknown	False	False	918
AIF1	ENSG00000204472	P55008	cytoskeletal	False	False	441
AIF1L	ENSG00000126878	Q9BQI0	cytoskeletal	False	False	450
AIFM1	ENSG00000156709	O95831	enzyme	False	False	1839
AIFM2	ENSG00000042286	Q9BRQ8	lipid_droplet	False	False	1119
AIFM3	ENSG00000183773	Q96NN9	transport_protein	False	False	1815
AIG1	ENSG00000146416	Q9NVV5	enzyme	False	False	714
AIM2	ENSG00000163568	O14862	unknown	False	False	1029
AIMP1	ENSG00000164022	Q12904	secreted_cytokine	True	False	936
AIMP2	ENSG00000106305	Q13155	unknown	False	False	960
AIP	ENSG00000110711	O00170	unknown	False	False	990
AIPL1	ENSG00000129221	Q9NZN9	unknown	False	False	1152
AIRE	ENSG00000160224	O43918	transcription_factor	False	False	1635
AIRIM	ENSG00000116922	Q9NX04	unknown	False	False	609
AJAP1	ENSG00000196581	Q9UKB5	membrane_protein	False	True	1233
AJM1	ENSG00000232434	C9J069	membrane_protein	False	False	2928
AJUBA	ENSG00000129474	Q96IF1	cytoskeletal	False	False	1614
AK1	ENSG00000106992	P00568	kinase	False	False	582
AK2	ENSG00000004455	P54819	kinase	False	False	717
AK3	ENSG00000147853	Q9UIJ7	kinase	False	False	681
AK4	ENSG00000162433	P27144	kinase	False	False	669
AK5	ENSG00000154027	Q9Y6K8	kinase	False	False	1686
AK6	ENSG00000085231	Q9Y3D8	kinase	False	False	516
AK7	ENSG00000140057	Q96M32	kinase	False	False	2169
AK8	ENSG00000165695	Q96MA6	kinase	False	False	1437
AK9	ENSG00000155085	Q5TCS8	kinase	False	False	5733
AKAIN1	ENSG00000231824	P0CW23	unknown	False	False	207
AKAP1	ENSG00000121057	Q92667	rna_binding	False	False	2709
AKAP10	ENSG00000108599	O43572	membrane_protein	False	False	1986
AKAP11	ENSG00000023516	Q9UKA4	cytoskeletal	False	False	5703
AKAP12	ENSG00000131016	Q02952	cytoskeletal	False	False	5346
AKAP13	ENSG00000170776	Q12802	membrane_protein	False	False	8439
AKAP14	ENSG00000186471	Q86UN6	unknown	False	False	591
AKAP17A	ENSG00000197976	Q02040	rna_binding	False	False	2085
AKAP19	ENSG00000187699	Q9BSF0	membrane_protein	False	False	285
AKAP3	ENSG00000111254	O75969	unknown	False	False	2559
AKAP4	ENSG00000147081	Q5JQC9	unknown	False	False	2562
AKAP5	ENSG00000179841	P24588	membrane_protein	False	False	1281
AKAP6	ENSG00000151320	Q13023	membrane_protein	False	False	6957
AKAP7	ENSG00000118507	O43687	membrane_protein	False	False	312
AKAP8	ENSG00000105127	O43823	transcription_factor	False	False	2076
AKAP8L	ENSG00000011243	Q9ULX6	unknown	False	False	1938
AKAP9	ENSG00000127914	Q99996	cytoskeletal	False	False	11721
AKIP1	ENSG00000166452	Q9NQ31	unknown	False	False	630
AKIRIN1	ENSG00000174574	Q9H9L7	unknown	False	False	576
AKIRIN2	ENSG00000135334	Q53H80	transport_protein	False	False	609
AKNA	ENSG00000106948	Q7Z591	transcription_factor	False	False	4317
AKNAD1	ENSG00000162641	Q5T1N1	unknown	False	False	2508
AKR1A1	ENSG00000117448	P14550	enzyme	False	False	975
AKR1B1	ENSG00000085662	P15121	enzyme	False	False	948
AKR1B10	ENSG00000198074	O60218	secreted_enzyme	True	False	948
AKR1B15	ENSG00000227471	C9JRZ8	enzyme	False	False	948
AKR1C1	ENSG00000187134	Q04828	enzyme	False	False	969
AKR1C2	ENSG00000151632	P52895	enzyme	False	False	969
AKR1C3	ENSG00000196139	P42330	enzyme	False	False	969
AKR1C4	ENSG00000198610	P17516	enzyme	False	False	969
AKR1C8	ENSG00000264006	Q5T2L2	enzyme	False	False	978
AKR1D1	ENSG00000122787	P51857	enzyme	False	False	978
AKR1E2	ENSG00000165568	Q96JD6	enzyme	False	False	960
AKR7A2	ENSG00000053371	O43488	enzyme	False	False	1077
AKR7A3	ENSG00000162482	O95154	enzyme	False	False	993
AKT1	ENSG00000142208	P31749	kinase	False	False	1440
AKT1S1	ENSG00000204673	Q96B36	unknown	False	False	768
AKT2	ENSG00000105221	P31751	kinase	False	False	1443
AKT3	ENSG00000117020	Q9Y243	kinase	False	False	1437
AKTIP	ENSG00000166971	Q9H8T0	transport_protein	False	False	876
ALAD	ENSG00000148218	P13716	enzyme	False	False	990
ALAS1	ENSG00000023330	P13196	enzyme	False	False	1920
ALAS2	ENSG00000158578	P22557	enzyme	False	False	1761
ALB	ENSG00000163631	P02768	secreted_transfer_protein	True	True	1827
ALCAM	ENSG00000170017	Q13740	secreted_protein	True	True	1749
ALDH16A1	ENSG00000161618	Q8IZ83	unknown	False	False	2406
ALDH18A1	ENSG00000059573	P54886	kinase	False	False	2385
ALDH1A1	ENSG00000165092	P00352	enzyme	False	False	1503
ALDH1A2	ENSG00000128918	O94788	enzyme	False	False	1554
ALDH1A3	ENSG00000184254	P47895	enzyme	False	False	1536
ALDH1B1	ENSG00000137124	P30837	enzyme	False	False	1551
ALDH1L1	ENSG00000144908	O75891	enzyme	False	False	2706
ALDH1L2	ENSG00000136010	Q3SY69	enzyme	False	False	2769
ALDH2	ENSG00000111275	P05091	enzyme	False	False	1551
ALDH3A1	ENSG00000108602	P30838	enzyme	False	False	1359
ALDH3A2	ENSG00000072210	P51648	enzyme	False	False	1455
ALDH3B1	ENSG00000006534	P43353	enzyme	False	False	1404
ALDH3B2	ENSG00000132746	P48448	lipid_droplet	False	False	1155
ALDH4A1	ENSG00000159423	P30038	enzyme	False	False	1689
ALDH5A1	ENSG00000112294	P51649	enzyme	False	False	1605
ALDH6A1	ENSG00000119711	Q02252	enzyme	False	False	1605
ALDH7A1	ENSG00000164904	P49419	enzyme	False	False	1617
ALDH8A1	ENSG00000118514	Q9H2A2	enzyme	False	False	1461
ALDH9A1	ENSG00000143149	P49189	enzyme	False	False	1482
ALDOA	ENSG00000149925	P04075	enzyme	False	False	1092
ALDOB	ENSG00000136872	P05062	cytoskeletal	False	False	1092
ALDOC	ENSG00000109107	P09972	enzyme	False	False	1092
ALG1	ENSG00000033011	Q9BT22	enzyme	False	False	1392
ALG10	ENSG00000139133	Q5BKT4	enzyme	False	False	1419
ALG10B	ENSG00000175548	Q5I7T1	enzyme	False	False	1419
ALG11	ENSG00000253710	Q2TAA5	enzyme	False	False	1476
ALG12	ENSG00000182858	Q9BV10	enzyme	False	False	1464
ALG13	ENSG00000101901	Q9NP73	enzyme	False	False	3411
ALG14	ENSG00000172339	Q96F25	membrane_protein	False	False	648
ALG1L2	ENSG00000251287	C9J202	enzyme	False	False	645
ALG2	ENSG00000119523	Q9H553	enzyme	False	False	1248
ALG3	ENSG00000214160	Q92685	enzyme	False	False	1314
ALG5	ENSG00000120697	Q9Y673	enzyme	False	False	972
ALG6	ENSG00000088035	Q9Y672	enzyme	False	False	1521
ALG8	ENSG00000159063	Q9BVK2	enzyme	False	False	1578
ALG9	ENSG00000086848	Q9H6U8	enzyme	False	False	1833
ALK	ENSG00000171094	Q9UM73	receptor_tyrosine_kinase	False	True	4860
ALKAL1	ENSG00000196711	Q6UXT8	secreted_cytokine	True	True	387
ALKAL2	ENSG00000189292	Q6UX46	secreted_cytokine	True	True	456
ALKBH1	ENSG00000100601	Q13686	enzyme	False	False	1167
ALKBH2	ENSG00000189046	Q6NS38	enzyme	False	False	783
ALKBH3	ENSG00000166199	Q96Q83	enzyme	False	False	858
ALKBH4	ENSG00000160993	Q9NXW9	enzyme	False	False	906
ALKBH5	ENSG00000091542	Q6P6C2	enzyme	False	False	1182
ALKBH6	ENSG00000239382	Q3KRA9	enzyme	False	False	714
ALKBH7	ENSG00000125652	Q9BT30	enzyme	False	False	663
ALKBH8	ENSG00000137760	Q96BT7	rna_binding	False	False	1992
ALLC	ENSG00000151360	Q8N6M5	unknown	False	False	1173
ALMS1	ENSG00000116127	Q8TCU4	cytoskeletal	False	False	12504
ALOX12	ENSG00000108839	P18054	enzyme	False	False	1989
ALOX12B	ENSG00000179477	O75342	enzyme	False	False	2103
ALOX15	ENSG00000161905	P16050	lipid_droplet	False	False	1986
ALOX15B	ENSG00000179593	O15296	cytoskeletal	False	False	2028
ALOX5	ENSG00000012779	P09917	enzyme	False	False	2022
ALOX5AP	ENSG00000132965	P20292	membrane_protein	False	False	483
ALOXE3	ENSG00000179148	Q9BYJ1	enzyme	False	False	2133
ALPG	ENSG00000163286	P10696	enzyme	False	True	1596
ALPI	ENSG00000163295	P09923	enzyme	False	True	1584
ALPK1	ENSG00000073331	Q96QP1	kinase	False	False	3732
ALPK2	ENSG00000198796	Q86TB3	kinase	False	False	6510
ALPK3	ENSG00000136383	Q96L96	kinase	False	False	5115
ALPL	ENSG00000162551	P05186	enzyme	False	True	1572
ALPP	ENSG00000163283	P05187	enzyme	False	True	1605
ALS2	ENSG00000003393	Q96Q42	unknown	False	False	4971
ALS2CL	ENSG00000178038	Q60I27	unknown	False	False	2859
ALX1	ENSG00000180318	Q15699	transcription_factor	False	False	978
ALX3	ENSG00000156150	O95076	transcription_factor	False	False	1029
ALX4	ENSG00000052850	Q9H161	transcription_factor	False	False	1233
AMACR	ENSG00000242110	Q9UHK6	enzyme	False	False	1146
AMBN	ENSG00000178522	Q9NP70	secreted_protein	True	True	1341
AMBP	ENSG00000106927	P02760	secreted_enzyme	True	True	1056
AMBRA1	ENSG00000110497	Q9C0C7	cytoskeletal	False	False	3894
AMD1	ENSG00000123505	P17707	enzyme	False	False	1002
AMDHD1	ENSG00000139344	Q96NU7	enzyme	False	False	1278
AMDHD2	ENSG00000162066	Q9Y303	enzyme	False	False	1227
AMELX	ENSG00000125363	Q99217	secreted_protein	True	True	573
AMELY	ENSG00000099721	Q99218	secreted_protein	True	True	618
AMER1	ENSG00000184675	Q5JTC6	transfer_protein	False	False	3405
AMER2	ENSG00000165566	Q8N7J2	transfer_protein	False	False	2013
AMER3	ENSG00000178171	Q8N944	transfer_protein	False	False	2583
AMFR	ENSG00000159461	Q9UKV5	receptor	False	False	1929
AMH	ENSG00000104899	P03971	secreted_growth_factor	True	True	1680
AMHR2	ENSG00000135409	Q16671	receptor_kinase	False	True	1719
AMIGO1	ENSG00000181754	Q86WK6	membrane_protein	False	True	1479
AMIGO2	ENSG00000139211	Q86SJ2	membrane_protein	False	True	1566
AMIGO3	ENSG00000176020	Q86WK7	membrane_protein	False	True	1512
AMMECR1	ENSG00000101935	Q9Y4X0	unknown	False	False	999
AMMECR1L	ENSG00000144233	Q6DCA0	unknown	False	False	930
AMN	ENSG00000166126	Q9BXJ7	secreted_transfer_protein	True	True	1359
AMN1	ENSG00000151743	Q8IY45	unknown	False	False	774
AMOT	ENSG00000126016	Q4VCS5	unknown	False	False	3252
AMOTL1	ENSG00000166025	Q8IY63	unknown	False	False	2868
AMOTL2	ENSG00000114019	Q9Y2J4	unknown	False	False	2337
AMPD1	ENSG00000116748	P23109	enzyme	False	False	2241
AMPD2	ENSG00000116337	Q01433	enzyme	False	False	2475
AMPD3	ENSG00000133805	Q01432	enzyme	False	False	2301
AMPH	ENSG00000078053	P49418	cytoskeletal	False	False	2085
AMT	ENSG00000145020	P48728	enzyme	False	False	1209
AMTN	ENSG00000187689	Q6UX39	secreted_protein	True	True	627
AMY1A	ENSG00000237763	P0DUB6	secreted_enzyme	True	True	1533
AMY1B	ENSG00000174876	P0DTE7	secreted_enzyme	True	True	1533
AMY1C	ENSG00000187733	P0DTE8	secreted_enzyme	True	True	1533
AMY2A	ENSG00000243480	P04746	secreted_enzyme	True	True	1533
AMY2B	ENSG00000240038	P19961	secreted_enzyme	True	True	1533
AMZ1	ENSG00000174945	Q400G9	enzyme	False	False	1494
AMZ2	ENSG00000196704	Q86W34	enzyme	False	False	1080
ANAPC1	ENSG00000153107	Q9H1A4	unknown	False	False	5832
ANAPC10	ENSG00000164162	Q9UM13	unknown	False	False	555
ANAPC11	ENSG00000141552	Q9NYG5	unknown	False	False	252
ANAPC13	ENSG00000129055	Q9BS18	unknown	False	False	222
ANAPC15	ENSG00000110200	P60006	unknown	False	False	363
ANAPC16	ENSG00000166295	Q96DE5	unknown	False	False	330
ANAPC2	ENSG00000176248	Q9UJX6	unknown	False	False	2466
ANAPC4	ENSG00000053900	Q9UJX5	unknown	False	False	2424
ANAPC5	ENSG00000089053	Q9UJX4	cytoskeletal	False	False	2265
ANAPC7	ENSG00000196510	Q9UJX3	cytoskeletal	False	False	1695
ANG	ENSG00000214274	P03950	secreted_enzyme	True	True	441
ANGEL1	ENSG00000013523	Q9UNK9	enzyme	False	False	2010
ANGEL2	ENSG00000174606	Q5VTE6	enzyme	False	False	1632
ANGPT1	ENSG00000154188	Q15389	secreted_protein	True	True	1494
ANGPT2	ENSG00000091879	O15123	secreted_protein	True	True	1488
ANGPT4	ENSG00000101280	Q9Y264	secreted_protein	True	True	1509
ANGPTL1	ENSG00000116194	O95841	secreted_protein	True	True	1473
ANGPTL2	ENSG00000136859	Q9UKU9	secreted_protein	True	True	1479
ANGPTL3	ENSG00000132855	Q9Y5C1	secreted_protein	True	True	1380
ANGPTL4	ENSG00000167772	Q9BY76	secreted_protein	True	True	1218
ANGPTL5	ENSG00000187151	Q86XS5	secreted_protein	True	True	1164
ANGPTL6	ENSG00000130812	Q8NI99	secreted_protein	True	True	1410
ANGPTL7	ENSG00000171819	O43827	secreted_protein	True	True	1038
ANGPTL8	ENSG00000130173	Q6UXH0	secreted_hormone	True	True	594
ANHX	ENSG00000227059	E9PGG2	unknown	False	False	1137
ANK1	ENSG00000029534	P16157	cytoskeletal	False	False	5643
ANK2	ENSG00000145362	Q01484	transport_protein	False	False	11871
ANK3	ENSG00000151150	Q12955	cytoskeletal	False	False	13131
ANKAR	ENSG00000151687	Q7Z5J8	membrane_protein	False	False	4302
ANKDD1A	ENSG00000166839	Q495B1	unknown	False	False	1566
ANKDD1B	ENSG00000189045	A6NHY2	unknown	False	False	1584
ANKEF1	ENSG00000132623	Q9NU02	unknown	False	False	2328
ANKFN1	ENSG00000153930	Q8N957	unknown	False	False	3438
ANKFY1	ENSG00000185722	Q9P2R3	membrane_protein	False	False	3507
ANKH	ENSG00000154122	Q9HCJ1	transport_protein	False	False	1476
ANKHD1	ENSG00000131503	Q8IWZ3	rna_binding	False	False	7626
ANKIB1	ENSG00000001629	Q9P2G1	enzyme	False	False	3267
ANKK1	ENSG00000170209	Q8NFD2	kinase	False	False	2295
ANKLE1	ENSG00000160117	Q8NAG6	enzyme	False	False	1845
ANKLE2	ENSG00000176915	Q86XL3	membrane_protein	False	False	2814
ANKMY1	ENSG00000144504	Q9P2S6	unknown	False	False	2823
ANKMY2	ENSG00000106524	Q8IV38	unknown	False	False	1323
ANKRA2	ENSG00000164331	Q9H9E1	cytoskeletal	False	False	939
ANKRD1	ENSG00000148677	Q15327	unknown	False	False	957
ANKRD10	ENSG00000088448	Q9NXR5	unknown	False	False	1260
ANKRD11	ENSG00000167522	Q6UB99	unknown	False	False	7989
ANKRD12	ENSG00000101745	Q6UB98	unknown	False	False	6186
ANKRD13A	ENSG00000076513	Q8IZ07	membrane_protein	False	False	1770
ANKRD13B	ENSG00000198720	Q86YJ7	membrane_protein	False	False	1878
ANKRD13C	ENSG00000118454	Q8N6S4	membrane_protein	False	False	1623
ANKRD13D	ENSG00000172932	Q6ZTN6	membrane_protein	False	False	1815
ANKRD16	ENSG00000134461	Q6P6B7	unknown	False	False	1083
ANKRD17	ENSG00000132466	O75179	rna_binding	False	False	7809
ANKRD18A	ENSG00000180071	Q8IVF6	unknown	False	False	2976
ANKRD18B	ENSG00000230453	A2A2Z9	unknown	False	False	3033
ANKRD2	ENSG00000165887	Q9GZV1	unknown	False	False	1080
ANKRD20A1	ENSG00000260691	Q5TYW2	unknown	False	False	2469
ANKRD22	ENSG00000152766	Q5VYY1	unknown	False	False	573
ANKRD23	ENSG00000163126	Q86SG2	unknown	False	False	915
ANKRD24	ENSG00000089847	Q8TF21	membrane_protein	False	False	3438
ANKRD26	ENSG00000107890	Q9UPS8	unknown	False	False	5130
ANKRD27	ENSG00000105186	Q96NW4	transport_protein	False	False	3150
ANKRD28	ENSG00000206560	O15084	unknown	False	False	3159
ANKRD29	ENSG00000154065	Q8N6D5	unknown	False	False	903
ANKRD30A	ENSG00000148513	Q9BXX3	unknown	False	False	4191
ANKRD30B	ENSG00000180777	Q9BXX2	unknown	False	False	4176
ANKRD30BL	ENSG00000163046	A7E2S9	unknown	False	False	774
ANKRD31	ENSG00000145700	Q8N7Z5	unknown	False	False	5619
ANKRD33	ENSG00000167612	Q7Z3H0	unknown	False	False	1356
ANKRD33B	ENSG00000164236	A6NCL7	unknown	False	False	1482
ANKRD34A	ENSG00000272031	Q69YU3	unknown	False	False	1488
ANKRD34B	ENSG00000189127	A5PLL1	unknown	False	False	1542
ANKRD34C	ENSG00000235711	P0C6C1	unknown	False	False	1605
ANKRD35	ENSG00000198483	Q8N283	unknown	False	False	3003
ANKRD36	ENSG00000135976	A6QL64	unknown	False	False	5745
ANKRD36B	ENSG00000196912	Q8N2N9	unknown	False	False	4059
ANKRD36C	ENSG00000174501	Q5JPF3	unknown	False	False	5334
ANKRD37	ENSG00000186352	Q7Z713	unknown	False	False	474
ANKRD39	ENSG00000213337	Q53RE8	unknown	False	False	549
ANKRD40	ENSG00000154945	Q6AI12	unknown	False	False	1104
ANKRD40CL	ENSG00000167117	Q53H64	unknown	False	False	342
ANKRD42	ENSG00000137494	Q8N9B4	unknown	False	False	1167
ANKRD44	ENSG00000065413	Q8N8A2	unknown	False	False	2979
ANKRD45	ENSG00000183831	Q5TZF3	unknown	False	False	798
ANKRD46	ENSG00000186106	Q86W74	membrane_protein	False	False	684
ANKRD49	ENSG00000168876	Q8WVL7	unknown	False	False	717
ANKRD50	ENSG00000151458	Q9ULJ7	transport_protein	False	False	4287
ANKRD52	ENSG00000139645	Q8NB46	unknown	False	False	3228
ANKRD53	ENSG00000144031	Q8N9V6	cytoskeletal	False	False	1590
ANKRD54	ENSG00000100124	Q6NXT1	unknown	False	False	900
ANKRD55	ENSG00000164512	Q3KP44	unknown	False	False	1842
ANKRD6	ENSG00000135299	Q9Y2G4	unknown	False	False	2181
ANKRD60	ENSG00000124227	Q9BZ19	unknown	False	False	1035
ANKRD61	ENSG00000157999	A6NGH8	unknown	False	False	1254
ANKRD62	ENSG00000181626	A6NC57	unknown	False	False	2751
ANKRD63	ENSG00000230778	C9JTQ0	unknown	False	False	1140
ANKRD65	ENSG00000235098	E5RJM6	unknown	False	False	1197
ANKRD66	ENSG00000230062	B4E2M5	unknown	False	False	588
ANKRD7	ENSG00000106013	Q92527	unknown	False	False	762
ANKRD9	ENSG00000156381	Q96BM1	unknown	False	False	951
ANKS1A	ENSG00000064999	Q92625	unknown	False	False	3402
ANKS1B	ENSG00000185046	Q7Z6G8	unknown	False	False	3744
ANKS3	ENSG00000168096	Q6ZW76	unknown	False	False	1968
ANKS4B	ENSG00000175311	Q8N8V4	unknown	False	False	1251
ANKS6	ENSG00000165138	Q68DC2	unknown	False	False	2613
ANKUB1	ENSG00000206199	A6NFN9	unknown	False	False	1506
ANKZF1	ENSG00000163516	Q9H8Y5	enzyme	False	False	2178
ANLN	ENSG00000011426	Q9NQW6	cytoskeletal	False	False	3372
ANO1	ENSG00000131620	Q5XXA6	ion_channel	False	False	2958
ANO10	ENSG00000160746	Q9NW15	membrane_protein	False	False	1980
ANO2	ENSG00000047617	Q9NQ90	ion_channel	False	False	2994
ANO3	ENSG00000134343	Q9BYT9	transport_protein	False	False	2943
ANO4	ENSG00000151572	Q32M45	transport_protein	False	False	2865
ANO5	ENSG00000171714	Q75V66	membrane_protein	False	False	2739
ANO6	ENSG00000177119	Q4KMQ2	ion_channel	False	False	2730
ANO7	ENSG00000146205	Q6IWH7	transport_protein	False	False	2799
ANO8	ENSG00000074855	Q9HCE9	membrane_protein	False	False	3696
ANO9	ENSG00000185101	A1A5B4	transport_protein	False	False	2346
ANOS1	ENSG00000011201	P23352	secreted_protein	True	True	2040
ANP32A	ENSG00000140350	P39687	unknown	False	False	747
ANP32B	ENSG00000136938	Q92688	unknown	False	False	753
ANP32D	ENSG00000139223	O95626	unknown	False	False	393
ANP32E	ENSG00000143401	Q9BTT0	regulator	False	False	804
ANPEP	ENSG00000166825	P15144	receptor	False	False	2901
ANTKMT	ENSG00000103254	Q9BQD7	enzyme	False	False	705
ANTXR1	ENSG00000169604	Q9H6X2	receptor	False	True	1692
ANTXR2	ENSG00000163297	P58335	secreted_protein	True	True	1467
ANTXRL	ENSG00000274209	A6NF34	membrane_protein	False	True	1893
ANXA1	ENSG00000135046	P04083	secreted_transfer_protein	True	False	1038
ANXA10	ENSG00000109511	Q9UJ72	unknown	False	False	972
ANXA11	ENSG00000122359	P50995	cytoskeletal	False	False	1515
ANXA13	ENSG00000104537	P27216	transfer_protein	False	False	948
ANXA2	ENSG00000182718	P07355	secreted_transfer_protein	True	False	1017
ANXA2R	ENSG00000177721	Q3ZCQ2	receptor	False	False	579
ANXA3	ENSG00000138772	P12429	transfer_protein	False	False	969
ANXA4	ENSG00000196975	P09525	transfer_protein	False	False	957
ANXA5	ENSG00000164111	P08758	transfer_protein	False	False	960
ANXA6	ENSG00000197043	P08133	transfer_protein	False	False	2019
ANXA7	ENSG00000138279	P20073	transfer_protein	False	False	1464
ANXA8	ENSG00000265190	P13928	transfer_protein	False	False	981
ANXA8L1	ENSG00000264230	Q5VT79	transfer_protein	False	False	981
ANXA9	ENSG00000143412	O76027	membrane_protein	False	False	1035
AOAH	ENSG00000136250	P28039	secreted_enzyme	True	True	1725
AOC1	ENSG00000002726	P19801	secreted_enzyme	True	True	2253
AOC2	ENSG00000131480	O75106	enzyme	False	False	2268
AOC3	ENSG00000131471	Q16853	enzyme	False	False	2289
AOPEP	ENSG00000148120	Q8N6M6	enzyme	False	False	2457
AOX1	ENSG00000138356	Q06278	enzyme	False	False	4014
AP1AR	ENSG00000138660	Q63HQ0	transport_protein	False	False	906
